;400.2;403.09;405.97;408.85;411.74;414.63;417.52;420.4;423.29;426.19;429.08;431.97;434.87;437.76;440.66;443.56;446.45;449.35;452.25;455.16;458.06;460.96;463.87;466.77;469.68;472.59;475.5;478.41;481.32;484.23;487.14;490.06;492.97;495.89;498.8;501.72;504.64;507.56;510.48;513.4;516.33;519.25;522.18;525.1;528.03;530.96;533.89;536.82;539.75;542.68;545.62;548.55;551.49;554.43;557.36;560.3;563.24;566.18;569.12;572.07;575.01;577.96;580.9;583.85;586.8;589.75;592.7;595.65;598.6;601.55;604.51;607.46;610.42;613.38;616.34;619.3;622.26;625.22;628.18;631.15;634.11;637.08;640.04;643.01;645.98;648.95;651.92;654.89;657.87;660.84;663.81;666.79;669.77;672.75;675.73;678.71;681.69;684.67;687.65;690.64;693.62;696.61;699.6;702.58;705.57;708.57;711.56;714.55;717.54;720.54;723.53;726.53;729.53;732.53;735.53;738.53;741.53;744.53;747.54;750.54;753.55;756.56;759.56;762.57;765.58;768.6;771.61;774.62;777.64;780.65;783.67;786.68;789.7;792.72;795.74;798.77;801.79;804.81;807.84;810.86;813.89;816.92;819.95;822.98;826.01;829.04;832.07;835.11;838.14;841.18;844.22;847.25;850.29;853.33;856.37;859.42;862.46;865.5;868.55;871.6;874.64;877.69;880.74;883.79;886.84;889.9;892.95;896.01;899.06;902.12;905.18;908.24;911.3;914.36;917.42;920.48;923.55;926.61;929.68;932.74;935.81;938.88;941.95;945.02;948.1;951.17;954.24;957.32;960.4;963.47;966.55;969.63;972.71;975.79;978.88;981.96;985.05;988.13;991.22;994.31;997.4;1000.5
2020-09-10_003;0.15843;0.14519;0.13642;0.12818;0.12344;0.11681;0.11193;0.10936;0.10783;0.10683;0.10696;0.1077;0.10919;0.11072;0.11328;0.11544;0.11728;0.11966;0.12119;0.12171;0.12196;0.12224;0.1213;0.12092;0.12042;0.12015;0.11901;0.11831;0.11753;0.11736;0.11691;0.11752;0.11814;0.12;0.12205;0.1257;0.13007;0.13654;0.14448;0.15485;0.16745;0.18212;0.19847;0.21446;0.22892;0.24107;0.25063;0.2575;0.2619;0.2654;0.26817;0.27162;0.27371;0.27408;0.27199;0.26787;0.26113;0.25336;0.24378;0.23394;0.225;0.21774;0.21099;0.20618;0.20214;0.19922;0.19794;0.19707;0.19672;0.19631;0.19464;0.19152;0.18753;0.18315;0.17936;0.17626;0.17419;0.17339;0.17238;0.17198;0.17002;0.16629;0.16061;0.1551;0.14945;0.14583;0.14284;0.1404;0.13615;0.13116;0.12591;0.12312;0.12188;0.12138;0.1217;0.1231;0.12621;0.13233;0.14386;0.16538;0.19938;0.24403;0.29505;0.34875;0.40052;0.44976;0.49524;0.54105;0.58229;0.62217;0.65943;0.69232;0.72007;0.7476;0.76878;0.78574;0.79849;0.81015;0.81954;0.82701;0.8337;0.84047;0.84346;0.83015;0.83304;0.83689;0.83585;0.83674;0.83457;0.83331;0.83241;0.82978;0.82803;0.82918;0.8261;0.82728;0.82503;0.826;0.82393;0.82292;0.82108;0.8212;0.81984;0.81715;0.81567;0.81305;0.81344;0.81278;0.81278;0.81302;0.81373;0.816;0.81963;0.82296;0.81754;0.8127;0.81101;0.80907;0.80848;0.80779;0.80914;0.81045;0.80923;0.80996;0.80807;0.80699;0.81019;0.80873;0.81233;0.81036;0.81144;0.8155;0.81809;0.81761;0.82189;0.82153;0.82347;0.83006;0.83231;0.82898;0.83425;0.83834;0.84097;0.84038;0.84317;0.84287;0.84302;0.8458;0.84419;0.84544;0.84814;0.85405;0.85611;0.86199;0.86729;0.86283;0.87096;0.87486;0.8744;0.89269;0.88797;0.90026
2020-09-10_004;0.11722;0.10699;0.099803;0.094314;0.089953;0.086411;0.083057;0.08044;0.078093;0.076593;0.075036;0.074347;0.073683;0.072799;0.072498;0.072183;0.071895;0.07204;0.072;0.071396;0.070916;0.070264;0.069999;0.069247;0.06855;0.067986;0.067393;0.066728;0.065978;0.065487;0.065114;0.064767;0.064389;0.064324;0.063992;0.064246;0.064179;0.06443;0.064527;0.064595;0.064686;0.064691;0.06472;0.064705;0.064652;0.064546;0.064399;0.064362;0.064109;0.064273;0.064196;0.064218;0.06438;0.064582;0.064857;0.0654;0.065887;0.066881;0.067882;0.069278;0.07101;0.073397;0.076251;0.079647;0.083677;0.088442;0.094083;0.10043;0.10726;0.11451;0.12165;0.12817;0.13399;0.13875;0.14262;0.14631;0.15;0.15453;0.15849;0.16218;0.16327;0.16123;0.15512;0.14734;0.13837;0.13183;0.12785;0.12484;0.11953;0.11154;0.1027;0.096059;0.091871;0.089998;0.089527;0.091246;0.097458;0.1126;0.14089;0.18551;0.24091;0.30006;0.35533;0.4055;0.44687;0.48142;0.5105;0.5364;0.55811;0.57884;0.59466;0.61014;0.62204;0.63496;0.64351;0.6511;0.65787;0.66357;0.6678;0.67119;0.67758;0.68134;0.68036;0.67345;0.67548;0.67921;0.67969;0.6813;0.68024;0.68114;0.68069;0.6803;0.67928;0.67919;0.67802;0.68028;0.67951;0.68102;0.67977;0.67969;0.67764;0.67863;0.67769;0.67686;0.67752;0.67643;0.67729;0.67647;0.67709;0.67781;0.67824;0.6817;0.68448;0.68593;0.68284;0.67941;0.67759;0.6802;0.67961;0.67835;0.68;0.68005;0.67853;0.68074;0.67887;0.68094;0.68153;0.68062;0.68171;0.68275;0.68227;0.68364;0.6857;0.68604;0.68698;0.68909;0.68946;0.69178;0.6948;0.69293;0.69711;0.69706;0.69966;0.69948;0.70213;0.70267;0.69968;0.70078;0.7061;0.70248;0.71;0.71116;0.71123;0.71844;0.71607;0.72095;0.72006;0.7319;0.73387;0.73957;0.7364;0.7444
2020-09-10_005;0.13126;0.11673;0.10897;0.10228;0.096992;0.091603;0.087967;0.084275;0.081909;0.079672;0.077709;0.076954;0.075967;0.075094;0.075218;0.075092;0.07456;0.074029;0.073871;0.073488;0.072817;0.072227;0.071591;0.070703;0.070153;0.069675;0.068835;0.068356;0.067754;0.067396;0.06673;0.066507;0.066439;0.066398;0.066678;0.067293;0.067915;0.069039;0.070173;0.07201;0.073835;0.076027;0.078118;0.080165;0.081893;0.083362;0.084511;0.085493;0.086158;0.086958;0.08751;0.088196;0.088723;0.089345;0.089632;0.090113;0.090167;0.09046;0.090298;0.090558;0.090841;0.091692;0.092932;0.094851;0.097052;0.099822;0.10349;0.10766;0.11209;0.11673;0.12086;0.1243;0.12679;0.12838;0.12911;0.13007;0.13135;0.13362;0.13559;0.13742;0.13707;0.13421;0.12841;0.12129;0.11395;0.10864;0.10508;0.10236;0.098066;0.092091;0.085933;0.081446;0.078928;0.078038;0.078022;0.07937;0.083609;0.093946;0.11581;0.1544;0.20766;0.26858;0.32892;0.38567;0.43457;0.47749;0.51431;0.54832;0.57741;0.6051;0.62925;0.65138;0.66873;0.68678;0.69961;0.7121;0.7206;0.72832;0.73486;0.73979;0.74533;0.75144;0.75128;0.7457;0.7482;0.74998;0.75169;0.75337;0.75226;0.75367;0.75236;0.75265;0.75087;0.75125;0.75072;0.75298;0.75117;0.75281;0.75339;0.75102;0.75035;0.7513;0.74992;0.74892;0.75035;0.74893;0.74964;0.74862;0.74885;0.75088;0.75132;0.75348;0.75924;0.75944;0.7584;0.75611;0.75292;0.75323;0.75227;0.75366;0.75366;0.75334;0.75269;0.75299;0.75236;0.75223;0.75423;0.75234;0.75279;0.7536;0.75508;0.75834;0.75748;0.75761;0.76082;0.76266;0.76542;0.76746;0.76678;0.76719;0.77036;0.76968;0.77208;0.77541;0.77259;0.77649;0.77307;0.77344;0.77796;0.77821;0.77958;0.78576;0.78534;0.79166;0.78823;0.79292;0.79925;0.80121;0.80243;0.80729;0.8149;0.8101
2020-09-10_006;0.11705;0.1066;0.097402;0.093215;0.087743;0.08318;0.080013;0.077611;0.074785;0.072773;0.071235;0.07065;0.070416;0.069493;0.068884;0.068854;0.06879;0.068772;0.068719;0.068409;0.068291;0.067756;0.067443;0.066989;0.066307;0.06557;0.064856;0.06466;0.064022;0.063713;0.063408;0.063876;0.064166;0.065187;0.066135;0.06782;0.069967;0.07311;0.076526;0.080694;0.085271;0.090231;0.09533;0.10003;0.10436;0.10796;0.11102;0.11342;0.11543;0.1176;0.11923;0.12047;0.12157;0.12304;0.12368;0.12463;0.12502;0.12546;0.1253;0.1253;0.12538;0.12629;0.12761;0.12952;0.13167;0.13438;0.13799;0.14194;0.14597;0.15005;0.15284;0.15444;0.15509;0.15435;0.15244;0.15145;0.15087;0.1516;0.15247;0.15346;0.15229;0.14886;0.14252;0.13473;0.12623;0.11982;0.11538;0.11157;0.10552;0.097444;0.089315;0.083441;0.079785;0.077934;0.077378;0.078394;0.083059;0.094344;0.11635;0.1518;0.19741;0.24751;0.29615;0.34178;0.38033;0.41359;0.44169;0.46748;0.48939;0.50964;0.52686;0.54233;0.55487;0.56827;0.57791;0.58629;0.59258;0.59865;0.60309;0.60656;0.61094;0.61402;0.61171;0.60602;0.60904;0.61296;0.61427;0.6159;0.6145;0.616;0.61507;0.61406;0.61318;0.61383;0.61287;0.6142;0.6136;0.61357;0.61409;0.61289;0.61112;0.61103;0.61066;0.6104;0.61112;0.61038;0.61068;0.61153;0.61132;0.61235;0.61421;0.61518;0.61871;0.6188;0.61793;0.61533;0.61404;0.61503;0.61328;0.61387;0.61586;0.61585;0.61611;0.61684;0.61536;0.61602;0.61587;0.61578;0.61631;0.6158;0.61775;0.61632;0.61809;0.61858;0.62206;0.62208;0.62493;0.62629;0.62533;0.62579;0.62552;0.62654;0.62901;0.62888;0.63121;0.63239;0.63426;0.63243;0.63251;0.63955;0.6425;0.64424;0.64472;0.65082;0.64969;0.65462;0.65417;0.65818;0.6591;0.66455;0.6727;0.67016
2020-09-10_007;0.13328;0.11968;0.11076;0.10529;0.099521;0.094643;0.09035;0.08643;0.083481;0.08103;0.079316;0.077907;0.076666;0.076346;0.07582;0.075618;0.075206;0.07486;0.074515;0.073947;0.073472;0.072368;0.071997;0.07134;0.070694;0.069976;0.069267;0.068714;0.068276;0.067894;0.067194;0.066842;0.066543;0.066379;0.066175;0.066375;0.066298;0.066377;0.066745;0.066945;0.067118;0.067325;0.067548;0.067591;0.067716;0.067688;0.067659;0.067541;0.067369;0.067299;0.067118;0.067285;0.067436;0.067686;0.067692;0.068085;0.068263;0.068632;0.069121;0.069808;0.070566;0.071788;0.073268;0.075371;0.077721;0.080706;0.084557;0.089252;0.09441;0.10051;0.10667;0.11268;0.11822;0.12362;0.12854;0.13363;0.13855;0.14422;0.14952;0.15457;0.15728;0.15696;0.15294;0.14691;0.13976;0.13462;0.1314;0.12882;0.12365;0.11543;0.10654;0.099528;0.095074;0.092924;0.092375;0.094047;0.10068;0.11765;0.14978;0.19953;0.26094;0.32592;0.3853;0.44007;0.48487;0.52376;0.55556;0.58602;0.61066;0.63455;0.6542;0.67148;0.68583;0.7005;0.71032;0.71982;0.72752;0.73421;0.74026;0.7449;0.75201;0.7562;0.757;0.75162;0.75276;0.75562;0.757;0.75973;0.7592;0.7607;0.75998;0.7602;0.75911;0.76011;0.75935;0.76059;0.76126;0.76263;0.76189;0.76197;0.76111;0.76177;0.76097;0.76068;0.76159;0.76079;0.76075;0.7602;0.75976;0.76252;0.76348;0.76683;0.77257;0.77557;0.77241;0.7705;0.7659;0.7668;0.7664;0.76701;0.76793;0.76816;0.76848;0.76942;0.76788;0.77063;0.77166;0.7684;0.76973;0.77121;0.77109;0.77271;0.77243;0.77605;0.777;0.7799;0.78003;0.78269;0.78273;0.78425;0.78849;0.78408;0.7871;0.78647;0.78917;0.78967;0.78669;0.78814;0.78772;0.79514;0.79129;0.79884;0.79966;0.79974;0.80564;0.81156;0.81088;0.81413;0.81585;0.8233;0.83286;0.83035
2020-09-10_008;0.1389;0.12645;0.1196;0.11296;0.10787;0.10234;0.09908;0.095783;0.093126;0.09087;0.089352;0.087947;0.086918;0.085965;0.085765;0.085297;0.084724;0.084061;0.083768;0.083135;0.082404;0.082091;0.081178;0.080381;0.079727;0.079365;0.078741;0.078258;0.07757;0.077163;0.076411;0.076369;0.075838;0.075643;0.075286;0.075167;0.075136;0.075007;0.074861;0.074781;0.074523;0.074369;0.074181;0.07392;0.073899;0.07378;0.073362;0.073208;0.07303;0.072792;0.072517;0.072543;0.072499;0.072538;0.072428;0.072485;0.072391;0.072677;0.072764;0.07311;0.073608;0.074227;0.074992;0.076116;0.077606;0.079453;0.08201;0.085017;0.088638;0.093295;0.098257;0.10369;0.10908;0.11486;0.12079;0.12736;0.13397;0.14142;0.14891;0.15662;0.16256;0.16639;0.16676;0.1648;0.16073;0.15768;0.15613;0.15504;0.15022;0.14172;0.13142;0.1233;0.11809;0.11552;0.115;0.11732;0.12602;0.14697;0.18369;0.2363;0.29711;0.35824;0.41222;0.461;0.49995;0.53244;0.55903;0.5842;0.60517;0.62393;0.63895;0.65388;0.66501;0.67576;0.68469;0.69238;0.6984;0.70451;0.70912;0.7131;0.71793;0.72476;0.7262;0.72093;0.71953;0.72396;0.72547;0.72799;0.72732;0.72883;0.72806;0.72815;0.72785;0.72864;0.72881;0.73085;0.7307;0.73194;0.7323;0.7312;0.73139;0.73186;0.73101;0.73152;0.7302;0.73031;0.73155;0.7298;0.73028;0.73305;0.7339;0.73712;0.74267;0.74471;0.74294;0.74009;0.73678;0.73781;0.73744;0.73791;0.73865;0.73869;0.73907;0.7398;0.73816;0.74068;0.74178;0.74279;0.74446;0.74358;0.7456;0.74732;0.74965;0.74767;0.75134;0.75083;0.75367;0.75611;0.75581;0.75721;0.75754;0.76085;0.75959;0.76357;0.76151;0.76213;0.76422;0.76538;0.7656;0.76718;0.76997;0.77736;0.77811;0.77902;0.7847;0.78208;0.7905;0.79372;0.79597;0.80231;0.81196;0.80914
2020-09-10_009;0.13434;0.12378;0.11597;0.11068;0.10553;0.10205;0.097812;0.095405;0.092692;0.091645;0.089851;0.089797;0.088902;0.088677;0.089428;0.089539;0.089889;0.089671;0.089622;0.08931;0.089462;0.08905;0.088443;0.088012;0.087446;0.086894;0.086081;0.085702;0.085044;0.084792;0.084239;0.084354;0.084479;0.084749;0.085314;0.086038;0.087074;0.088465;0.08972;0.091473;0.092911;0.094751;0.096482;0.09783;0.099247;0.1004;0.10115;0.1019;0.10241;0.10286;0.1034;0.10447;0.10537;0.10642;0.10731;0.10848;0.1096;0.11117;0.1125;0.11433;0.11629;0.11901;0.1222;0.12617;0.13038;0.13538;0.14131;0.14756;0.15407;0.16069;0.16641;0.17093;0.17431;0.17675;0.1785;0.18043;0.1824;0.18561;0.18847;0.19132;0.1918;0.18973;0.18393;0.17647;0.16804;0.16181;0.15761;0.15411;0.14804;0.13903;0.12947;0.12252;0.11803;0.11574;0.11516;0.11693;0.12358;0.13956;0.16881;0.21318;0.26711;0.32391;0.37661;0.42484;0.46452;0.49839;0.52611;0.55159;0.57276;0.59262;0.60791;0.62241;0.63393;0.64672;0.65497;0.66221;0.66875;0.67404;0.67901;0.68263;0.6875;0.69153;0.69003;0.68371;0.68693;0.69148;0.69292;0.69511;0.6939;0.69541;0.69486;0.69483;0.69362;0.69486;0.6951;0.69712;0.69683;0.69812;0.69826;0.6973;0.69717;0.69778;0.6974;0.69733;0.69757;0.69804;0.69867;0.69863;0.69981;0.70134;0.70232;0.70507;0.70982;0.71181;0.70942;0.70628;0.70484;0.70622;0.70606;0.7069;0.7077;0.70831;0.70862;0.70956;0.70995;0.71061;0.711;0.71149;0.71046;0.712;0.71418;0.71515;0.71487;0.71534;0.71907;0.7189;0.72198;0.72353;0.72257;0.7229;0.72678;0.72676;0.72948;0.72905;0.73161;0.73251;0.73028;0.73155;0.73683;0.73285;0.73507;0.74221;0.74252;0.74178;0.74702;0.75204;0.75103;0.76243;0.76484;0.75975;0.76741;0.77608
2020-09-10_010;0.1293;0.11977;0.11154;0.10624;0.10139;0.097154;0.093462;0.090012;0.087056;0.085535;0.084011;0.082365;0.081404;0.08124;0.08086;0.080414;0.080454;0.080024;0.079598;0.079015;0.078644;0.077985;0.077343;0.076663;0.075894;0.075302;0.074728;0.074316;0.073827;0.073474;0.072863;0.072541;0.072361;0.072424;0.072174;0.072286;0.072555;0.072955;0.073439;0.074144;0.07481;0.075661;0.076486;0.07749;0.078171;0.07864;0.078855;0.079155;0.079273;0.079348;0.079452;0.079721;0.079894;0.080076;0.079977;0.080106;0.07995;0.080005;0.079856;0.080028;0.080106;0.080845;0.081672;0.083206;0.085038;0.087549;0.090838;0.094651;0.099016;0.10394;0.10875;0.11321;0.11712;0.12052;0.1233;0.12623;0.12892;0.1325;0.13558;0.13854;0.13895;0.13689;0.13159;0.12528;0.11848;0.1138;0.11092;0.10879;0.10498;0.099382;0.093429;0.089106;0.086639;0.085589;0.085601;0.086916;0.091574;0.10344;0.12778;0.16949;0.22534;0.2879;0.34855;0.40572;0.45408;0.49707;0.53354;0.56739;0.59701;0.62421;0.64768;0.66917;0.68627;0.7032;0.71649;0.72744;0.7359;0.7431;0.75048;0.75489;0.76049;0.76618;0.76589;0.75892;0.7606;0.76473;0.76678;0.7681;0.76716;0.76835;0.76731;0.76638;0.76549;0.76575;0.7649;0.76775;0.76645;0.76759;0.76663;0.76658;0.76437;0.76583;0.76415;0.7636;0.76357;0.76376;0.76295;0.76277;0.7637;0.76526;0.76624;0.76781;0.7729;0.77523;0.77113;0.76912;0.76557;0.76719;0.76713;0.76636;0.76736;0.76806;0.76866;0.76805;0.76687;0.76808;0.76737;0.76682;0.76854;0.76896;0.76943;0.77175;0.7727;0.77159;0.77406;0.77788;0.7764;0.78031;0.78145;0.78064;0.78329;0.78135;0.78202;0.78403;0.78424;0.78723;0.78767;0.7869;0.79034;0.78919;0.78973;0.79428;0.79209;0.79673;0.79967;0.80195;0.80759;0.80823;0.81755;0.82149;0.82756;0.82172
2020-09-10_011;0.12962;0.11664;0.10852;0.10192;0.097037;0.091709;0.088433;0.085392;0.081959;0.080103;0.077951;0.076759;0.075892;0.07511;0.074553;0.074218;0.074111;0.073825;0.073238;0.072796;0.072325;0.071683;0.070946;0.070406;0.069699;0.069187;0.068333;0.068131;0.067581;0.067165;0.066544;0.066269;0.066009;0.065976;0.065821;0.06591;0.066014;0.066361;0.066586;0.06694;0.067407;0.067744;0.067986;0.068179;0.068376;0.068661;0.068642;0.068738;0.068625;0.068697;0.068685;0.068971;0.069252;0.069529;0.069733;0.070204;0.07053;0.071018;0.071434;0.072085;0.0727;0.073715;0.074702;0.076104;0.077776;0.079732;0.081952;0.084702;0.087521;0.090622;0.09363;0.096355;0.098442;0.10023;0.10171;0.10327;0.1049;0.10738;0.10964;0.1118;0.11229;0.11088;0.10696;0.10227;0.097277;0.093867;0.09192;0.090667;0.08785;0.083692;0.079231;0.076178;0.074147;0.073678;0.073914;0.075029;0.078467;0.087433;0.10586;0.13906;0.18592;0.24104;0.29701;0.35114;0.39986;0.44274;0.48067;0.51671;0.54864;0.57898;0.60508;0.62937;0.6483;0.66749;0.68203;0.69443;0.7051;0.71434;0.72173;0.72781;0.73468;0.74069;0.74253;0.73992;0.74067;0.74201;0.74349;0.74721;0.74677;0.74798;0.74736;0.74747;0.74739;0.74745;0.74759;0.74961;0.74883;0.75104;0.75149;0.75082;0.74983;0.75155;0.74968;0.75033;0.75012;0.74936;0.74943;0.74911;0.74863;0.75139;0.7525;0.75573;0.76021;0.76355;0.76264;0.75978;0.75665;0.75694;0.75513;0.7556;0.75647;0.75699;0.7575;0.75877;0.75558;0.75665;0.75815;0.75771;0.75947;0.75987;0.7627;0.76311;0.76404;0.76332;0.76848;0.76939;0.77064;0.77207;0.77388;0.77364;0.77576;0.77771;0.77863;0.78067;0.78147;0.77971;0.77976;0.77879;0.78222;0.78148;0.78683;0.79177;0.7898;0.7948;0.79784;0.80076;0.79735;0.8069;0.80639;0.80978;0.81506;0.82121
